m,p,lower,higher,error
3.0,0.1,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.15000000000000002,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.2,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.25,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.3,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.35,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.39999999999999997,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.44999999999999996,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.49999999999999994,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.5499999999999999,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.6,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.65,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.7000000000000001,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.7500000000000001,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.8000000000000002,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.8500000000000002,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.9000000000000002,0.49845500098094847,0.49912499901905155,0.49879
3.0,0.9500000000000003,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.0,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.05,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.1,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.15000000000000002,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.2,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.25,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.3,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.35,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.39999999999999997,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.44999999999999996,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.49999999999999994,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.5499999999999999,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.6,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.65,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.7000000000000001,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.7500000000000001,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.8000000000000002,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.8500000000000002,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.9000000000000002,0.49845500098094847,0.49912499901905155,0.49879
4.0,0.9500000000000003,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.0,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.05,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.1,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.15000000000000002,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.2,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.25,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.3,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.35,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.39999999999999997,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.44999999999999996,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.49999999999999994,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.5499999999999999,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.6,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.65,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.7000000000000001,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.7500000000000001,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.8000000000000002,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.8500000000000002,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.9000000000000002,0.49845500098094847,0.49912499901905155,0.49879
5.0,0.9500000000000003,0.49845500098094847,0.49912499901905155,0.49879
